"gene1","module1","X88","X89","X90","X92","X93","X94","X97","X99","X101","X103","X104","X105","X108","X109","X110","Gene.name"
"ENSMUSG00000057457","turquoise",76,63,53,91,67,94,123,277,217,224,175,388,251,279,330,"Phex"
"ENSMUSG00000057530","blue",12943,10719,11043,15390,10270,10139,20527,8726,11710,8068,8262,8376,13930,8222,14319,"Ece1"
"ENSMUSG00000057606","blue",327,305,297,423,334,299,483,143,398,158,183,68,310,108,363,"Colq"
"ENSMUSG00000057609","brown",0,1,3,0,0,133,2,1,2,0,0,0,0,0,2,"Lce1a1"
"ENSMUSG00000057722","blue",2715,2334,1853,2876,2076,2435,4176,1986,2767,1573,1416,1281,3002,1516,2822,"Lepr"
"ENSMUSG00000058152","turquoise",64,42,43,79,78,67,119,117,134,128,84,182,115,146,161,"Chsy3"
"ENSMUSG00000058163","turquoise",61,49,39,55,80,59,109,97,109,142,88,159,101,157,147,"Gm5431"
"ENSMUSG00000058248","blue",303,223,116,146,153,160,251,224,164,112,151,144,270,135,184,"Kcnh1"
"ENSMUSG00000058254","blue",13095,10334,11325,14790,9719,10672,20495,6626,10773,5986,5515,4435,12715,4685,11189,"Tspan7"
"ENSMUSG00000058258","turquoise",414,404,445,380,407,387,698,471,608,427,463,598,1019,748,734,"Idi1"
"ENSMUSG00000058297","turquoise",12026,14292,14138,17147,14297,10869,31974,22780,27770,19711,22270,23463,31339,24143,31243,"Spock2"
"ENSMUSG00000058396","blue",1655,1319,1361,1392,983,1015,2185,741,1121,462,417,343,1093,390,696,"Gpr182"
"ENSMUSG00000058420","blue",97,95,65,89,56,76,104,42,85,32,30,38,125,37,89,"Syt17"
"ENSMUSG00000058454","turquoise",382,333,384,382,423,386,622,576,477,536,503,742,763,770,772,"Dhcr7"
"ENSMUSG00000058624","turquoise",1050,838,1036,1161,1101,1020,2288,1411,1521,1631,1431,1581,1930,1851,2175,"Gda"
"ENSMUSG00000058715","turquoise",515,360,495,416,504,470,904,824,636,837,776,798,935,1136,975,"Fcer1g"
"ENSMUSG00000058756","blue",2445,2125,1955,2615,1942,1711,3208,1638,2340,1594,1761,1706,2872,1714,2597,"Thra"
"ENSMUSG00000058818","turquoise",455,335,444,465,525,513,1040,925,656,987,890,1043,923,1432,1106,"Pirb"
"ENSMUSG00000058952","turquoise",10,27,28,22,55,17,43,78,61,72,57,57,73,85,116,"Cfi"
"ENSMUSG00000059013","blue",1539,1409,1537,1801,1482,1577,3257,1626,1828,1031,1409,1156,1888,1530,2242,"Sh2d3c"
"ENSMUSG00000059049","turquoise",361,299,314,400,406,461,764,678,715,632,529,669,642,677,927,"Frem1"
"ENSMUSG00000059089","turquoise",124,82,126,157,126,136,222,226,161,210,203,379,216,461,267,"Fcgr4"
"ENSMUSG00000059230","brown",0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,"Defb4"
"ENSMUSG00000059326","turquoise",946,824,1001,1245,1234,1084,2037,1555,1319,1566,1720,1918,1781,2428,2344,"Csf2ra"
"ENSMUSG00000059336","turquoise",32,30,48,111,58,53,109,310,81,269,315,432,217,597,398,"Slc14a1"
"ENSMUSG00000059430","grey",477,424,461,362,340,592,781,598,644,422,362,557,904,564,745,"Actg2"
"ENSMUSG00000059456","turquoise",751,633,687,1229,1020,954,1744,1106,1022,1175,1043,1315,1131,1392,1355,"Ptk2b"
"ENSMUSG00000059495","blue",11609,9983,6548,11866,8761,8000,16667,7893,13135,7874,8013,7855,14389,9115,14229,"Arhgef12"
"ENSMUSG00000059498","turquoise",576,505,620,525,570,525,959,1092,984,951,855,1212,1254,1531,1343,"Fcgr3"
"ENSMUSG00000059588","blue",29384,26777,22651,31896,23865,20160,43149,13269,25578,17131,14832,13695,29937,13160,28154,"Calcrl"
"ENSMUSG00000059668","brown",4,4,5,4,9,11535,28,63,43,94,69,112,54,127,79,"Krt4"
"ENSMUSG00000059741","brown",48,46,70,67,46,898,82,23,40,23,22,18,27,24,56,"Myl3"
"ENSMUSG00000059743","turquoise",550,588,831,556,623,490,989,699,757,600,682,733,1283,910,930,"Fdps"
"ENSMUSG00000059810","blue",1303,1337,1393,1970,1537,1266,2464,978,1345,1211,1151,1174,1691,1020,1590,"Rgs3"
"ENSMUSG00000059824","turquoise",62,112,185,737,1196,804,1178,393,563,1584,939,1509,209,1054,1971,"Dbp"
"ENSMUSG00000059832","brown",0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,"Kprp"
"ENSMUSG00000059898","brown",2,1,0,1,0,84,4,5,6,2,2,0,4,3,4,"Dsc3"
"ENSMUSG00000059921","turquoise",401,254,190,491,313,386,643,377,518,496,430,426,501,483,733,"Unc5c"
"ENSMUSG00000059956","brown",0,0,0,3,2,699,7,7,5,6,2,4,4,9,7,"Serpinb12"
"ENSMUSG00000060044","turquoise",39,39,42,84,41,40,95,84,91,109,125,150,129,208,169,"Tmem26"
"ENSMUSG00000060063","turquoise",782,576,894,898,798,799,1517,993,970,1044,944,1084,1352,1530,1336,"Alox5ap"
"ENSMUSG00000060188","turquoise",738,632,857,780,649,645,1418,1231,1264,1181,931,1083,1676,1254,1623,"Cxcl17"
"ENSMUSG00000060373","blue",3271,2923,2926,2792,2864,2284,4268,2417,3278,2345,2173,2501,4492,2965,4600,"Hnrnpc"
"ENSMUSG00000060429","blue",706,539,328,637,547,571,877,343,457,351,367,339,508,353,568,"Sntb1"
"ENSMUSG00000060459","turquoise",6,13,34,36,44,8,18,76,58,61,43,56,80,84,106,"Kng2"
"ENSMUSG00000060550","blue",1089,1574,1364,1960,1468,1582,2927,1284,1667,933,939,834,962,994,1589,"H2-Q7"
"ENSMUSG00000060572","blue",744,597,709,665,531,531,1129,470,544,372,392,348,746,394,681,"Mfap2"
"ENSMUSG00000060586","turquoise",3524,3356,3395,4887,4381,4115,7070,5659,6092,5597,5134,6274,6863,6162,7266,"H2-Eb1"
"ENSMUSG00000060600","brown",474,415,386,563,344,1224,862,312,593,313,287,374,507,329,816,"Eno3"
"ENSMUSG00000060621","brown",10,1,2,8,4,52,16,2,4,2,5,1,0,3,4,"Nkpd1"
"ENSMUSG00000060703","turquoise",837,649,849,855,875,805,1580,1115,1292,1084,1107,1118,1516,1494,1558,"Cd302"
"ENSMUSG00000060716","blue",426,371,313,593,487,426,799,314,490,301,315,315,548,331,511,"Plekhh1"
"ENSMUSG00000060962","brown",347,481,1033,453,1041,1795,680,468,708,435,405,486,789,472,821,"Dmkn"
"ENSMUSG00000060969","turquoise",2543,2176,2361,2445,2855,3173,4515,2781,3556,1799,2659,3228,3978,4452,4058,"Irx1"
"ENSMUSG00000061068","turquoise",92,100,162,88,59,117,251,1498,790,1373,1358,1092,862,1969,1658,"Mcpt4"
"ENSMUSG00000061080","blue",105,73,109,94,50,70,168,70,101,45,36,38,114,54,100,"Lsamp"
"ENSMUSG00000061086","grey",1910,2122,1885,2212,1221,2184,3413,1419,4071,1356,1188,1689,2857,1621,4862,"Myl4"
"ENSMUSG00000061100","turquoise",466,363,1080,484,1160,637,996,1304,1314,1505,835,1442,1949,1344,1764,"Retnla"
"ENSMUSG00000061119","turquoise",726,567,609,878,779,845,1591,1319,1388,1291,1310,1429,1530,1724,1780,"Prcp"
"ENSMUSG00000061132","turquoise",127,94,80,202,162,161,381,316,247,307,294,345,313,338,392,"Blnk"
"ENSMUSG00000061175","turquoise",1173,834,749,983,950,738,1587,1156,1244,1083,1142,1383,1575,1514,1498,"Fnip2"
"ENSMUSG00000061397","blue",1090,1055,1453,1452,1507,1141,2299,623,1135,1212,1409,667,1497,1513,1584,"Krt79"
"ENSMUSG00000061414","grey",726,640,627,1179,1090,779,1808,840,928,745,1020,1277,913,1074,1390,"Cracr2a"
"ENSMUSG00000061436","grey",2326,1878,862,2505,2183,1882,3763,1782,2730,1886,1856,2110,2743,2256,2847,"Hipk2"
"ENSMUSG00000061451","turquoise",243,235,261,350,319,244,624,466,572,451,452,520,607,618,607,"Tmem151a"
"ENSMUSG00000061462","brown",441,387,327,580,286,824,797,312,717,247,276,381,444,279,1039,"Obscn"
"ENSMUSG00000061527","brown",51,17,26,22,18,776,79,40,118,79,57,48,78,44,169,"Krt5"
"ENSMUSG00000061718","blue",261,274,357,297,244,300,456,163,238,166,156,163,224,168,311,"Ppp1r1b"
"ENSMUSG00000061723","brown",51,67,58,60,38,2473,182,68,121,62,69,84,96,90,128,"Tnnt3"
"ENSMUSG00000061740","blue",910,800,819,1091,700,778,1443,467,651,434,421,381,833,401,723,"Cyp2d22"
"ENSMUSG00000061780","grey",909,318,645,1028,332,859,1498,883,1973,690,375,1009,1140,801,1288,"Cfd"
"ENSMUSG00000061815","turquoise",64,67,103,116,103,59,168,138,99,160,188,208,169,348,198,"Rufy4"
"ENSMUSG00000061816","brown",34,44,23,26,37,565,65,24,134,21,28,57,80,42,137,"Myl1"
"ENSMUSG00000061928","brown",0,1,0,0,0,76,0,1,0,2,0,0,0,2,2,"Dsg1b"
"ENSMUSG00000061947","turquoise",20,28,44,40,43,34,40,74,70,70,83,76,75,125,99,"Serpina10"
"ENSMUSG00000062077","brown",78,72,76,100,49,151,141,64,116,47,46,78,89,46,150,"Trim54"
"ENSMUSG00000062082","turquoise",140,120,139,138,187,133,216,252,244,314,305,317,339,457,328,"Cd200r4"
"ENSMUSG00000062127","turquoise",3856,3470,3238,3468,2765,3364,6338,4812,5637,2918,3723,4003,6421,5261,6354,"Cttnbp2nl"
"ENSMUSG00000062184","turquoise",157,107,118,154,143,117,322,240,307,270,219,225,322,277,397,"Hs6st2"
"ENSMUSG00000062210","turquoise",391,330,344,442,337,381,802,568,633,530,452,567,770,793,851,"Tnfaip8"
"ENSMUSG00000062382","turquoise",154,159,180,186,163,176,293,276,255,223,261,288,324,398,321,"Ftl1-ps1"
"ENSMUSG00000062515","turquoise",1618,1371,1263,1609,959,1699,3305,1650,3486,1741,1518,1774,3316,2287,3394,"Fabp4"
"ENSMUSG00000062524","blue",69,94,78,89,62,83,104,46,106,98,60,33,55,31,86,"Ncr1"
"ENSMUSG00000062563","brown",683,452,442,585,720,788,1219,471,768,575,553,560,675,601,1110,"Cys1"
"ENSMUSG00000062593","turquoise",863,657,772,858,883,838,2252,2375,1377,2039,2004,2968,2016,2973,2526,"Lilrb4a"
"ENSMUSG00000062713","brown",0,2,2,0,0,132,9,2,6,2,0,1,1,1,1,"Sim2"
"ENSMUSG00000062778","blue",967,837,629,848,844,991,1608,598,1239,651,596,459,1431,656,1314,"Chia1"
"ENSMUSG00000062826","brown",1,0,1,0,0,54,3,3,2,4,1,7,3,4,3,"Ces2f"
"ENSMUSG00000063011","blue",1230,914,762,989,872,962,2197,1100,1363,821,716,628,1634,790,1675,"Msln"
"ENSMUSG00000063060","blue",1749,1477,1546,1605,1159,1088,2756,1508,2172,1150,985,964,2418,1286,2912,"Sox7"
"ENSMUSG00000063130","turquoise",195,116,105,121,162,635,385,401,513,350,328,355,526,324,570,"Calml3"
"ENSMUSG00000063193","turquoise",134,96,159,156,166,165,426,351,230,336,265,460,391,485,436,"Cd300lb"
"ENSMUSG00000063286","grey",1355,1270,801,1813,1473,1361,2962,1628,1808,1787,1483,1453,1742,1438,2695,"Gm8995"
"ENSMUSG00000063415","blue",138,309,414,1088,576,539,1652,81,97,357,238,186,300,113,376,"Cyp26b1"
"ENSMUSG00000063450","blue",4856,3774,3287,5381,4630,4386,8993,2930,4947,3365,3207,3359,4798,3517,5717,"Syne2"
"ENSMUSG00000063511","blue",3939,3578,3556,4269,4200,3197,7825,3337,4125,2760,3893,3753,4260,3402,5951,"Snrnp70"
"ENSMUSG00000063651","brown",0,0,0,0,0,248,0,1,0,0,0,0,0,0,0,"Cnfn"
"ENSMUSG00000063889","turquoise",418,384,352,303,264,336,577,540,641,269,309,450,733,646,936,"Crem"
"ENSMUSG00000063975","turquoise",33,55,51,34,65,52,108,129,110,84,64,100,126,115,115,"Slco1a5"
"ENSMUSG00000064023","blue",75,92,98,114,85,113,184,47,71,54,50,40,110,62,93,"Klk8"
"ENSMUSG00000064080","turquoise",473,396,312,507,415,540,944,641,920,696,692,1103,1066,903,1312,"Fbln2"
"ENSMUSG00000064246","turquoise",9681,11019,18438,15309,25680,10662,25066,16823,16457,17395,16716,22787,19221,26294,23007,"Chil1"
"ENSMUSG00000064267","turquoise",351,311,351,504,467,414,837,595,529,702,601,707,733,910,744,"Hvcn1"
"ENSMUSG00000064325","turquoise",694,722,641,932,797,979,2001,1776,1913,2197,1773,1762,1704,2306,2946,"Hhip"
"ENSMUSG00000066108","turquoise",948,930,1072,789,1063,907,2391,1268,1845,1480,1177,1516,1936,1214,2472,"Muc5b"
"ENSMUSG00000066319","blue",336,267,241,284,214,194,464,170,351,179,204,165,377,159,425,"Rtp3"
"ENSMUSG00000066363","blue",194,298,343,529,236,297,549,342,528,145,131,112,211,151,336,"Serpina3f"
"ENSMUSG00000066438","blue",657,500,492,525,620,537,918,353,569,352,419,476,671,505,627,"Plekhd1"
"ENSMUSG00000066607","blue",270,287,294,229,251,159,313,141,214,124,116,169,309,190,203,"6030419C18Rik"
"ENSMUSG00000066687","blue",2044,1291,2691,1291,1415,1860,5941,1384,1864,893,2004,1072,2086,1153,2647,"Zbtb16"
"ENSMUSG00000066705","turquoise",323,274,300,388,205,324,506,349,584,334,381,523,511,471,639,"Fxyd6"
"ENSMUSG00000066842","grey",2267,1906,1409,3302,2374,2351,5676,1965,3380,2411,2530,2561,3012,2558,4163,"Hmcn1"
"ENSMUSG00000067006","grey",6,8,38,60,73,84,9,26,34,39,19,31,22,33,33,"Serpinb5"
"ENSMUSG00000067071","turquoise",491,510,592,597,660,560,1060,772,989,848,754,925,1137,1012,1193,"Hes6"
"ENSMUSG00000067149","turquoise",2128,4899,3925,2789,3365,4014,13443,30059,20883,20647,15715,17672,21644,12255,36783,"Jchain"
"ENSMUSG00000067212","grey",857,934,1054,1441,1036,1348,2408,853,1282,970,941,975,899,1059,1710,"H2-T23"
"ENSMUSG00000067279","blue",609,613,466,500,426,290,559,380,746,374,295,370,771,294,635,"Ppp1r3c"
"ENSMUSG00000067297","blue",208,112,139,146,84,74,198,72,110,76,75,62,125,61,152,"Ifit1bl2"
"ENSMUSG00000067336","blue",19388,15807,12988,23495,16486,15221,35192,12521,22903,13986,13077,12457,22229,13190,23743,"Bmpr2"
"ENSMUSG00000067341","turquoise",17,33,37,70,83,41,84,90,80,82,77,109,60,91,120,"H2-Eb2"
"ENSMUSG00000067591","turquoise",65,56,70,84,78,96,93,186,99,157,166,170,169,297,174,"Klra3"
"ENSMUSG00000067780","turquoise",356,341,174,247,207,268,468,445,525,339,304,371,629,632,670,"Pi15"
"ENSMUSG00000068220","turquoise",1342,1134,1254,1174,1274,1425,2385,2297,2325,2248,2078,2594,2993,3098,2999,"Lgals1"
"ENSMUSG00000068373","turquoise",88,58,50,71,78,92,147,146,138,167,101,171,127,141,174,"D430041D05Rik"
"ENSMUSG00000068614","grey",1986,2111,1504,2120,1222,2072,3176,1367,2842,1320,1176,1549,2662,1320,3648,"Actc1"
"ENSMUSG00000068697","brown",2,3,1,9,3,211,8,1,4,2,1,4,6,2,4,"Myoz1"
"ENSMUSG00000068699","grey",587,523,354,381,274,658,638,481,717,340,352,531,762,474,994,"Flnc"
"ENSMUSG00000068744","turquoise",80,45,57,44,71,75,113,202,219,192,177,218,214,189,309,"Psrc1"
"ENSMUSG00000068745","grey",237,225,227,278,139,280,427,185,494,196,163,218,319,160,544,"Mybphl"
"ENSMUSG00000068748","turquoise",286,251,208,230,213,231,530,388,510,428,361,380,599,467,565,"Ptprz1"
"ENSMUSG00000068794","turquoise",29,22,17,26,20,22,64,48,95,72,50,106,55,85,104,"Col28a1"
"ENSMUSG00000068874","blue",9514,8547,10561,10053,9748,8676,16617,7283,10219,7389,7833,7246,11969,9470,11707,"Selenbp1"
"ENSMUSG00000068885","brown",0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,"Lce3f"
"ENSMUSG00000068888","brown",0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,"Lce1i"
"ENSMUSG00000068889","brown",0,0,0,0,0,67,0,0,0,0,0,0,0,1,0,"Lce1e"
"ENSMUSG00000068890","brown",0,0,0,0,0,131,0,0,0,0,0,0,0,2,0,"Lce1a2"
"ENSMUSG00000069372","brown",8,6,5,9,5,82,10,8,4,8,8,9,13,9,10,"Ctxn3"
"ENSMUSG00000069441","brown",0,0,0,0,0,123,4,2,1,3,4,1,2,3,4,"Dsg1a"
"ENSMUSG00000069515","turquoise",4762,3792,5227,5308,5368,5859,12147,17954,22995,21149,21145,21865,24819,24148,23394,"Lyz1"
"ENSMUSG00000069516","turquoise",70197,61026,82170,81445,96662,72798,135420,122649,123616,134174,135015,167742,156814,218988,169300,"Lyz2"
"ENSMUSG00000069601","blue",2334,2263,1900,2345,2154,1781,3068,1667,2349,1549,1701,1985,2842,2157,2538,"Ank3"
"ENSMUSG00000069763","blue",11847,9218,10566,11831,8534,8508,18659,6075,10079,5559,5229,4389,12163,4585,10322,"Tmem100"
"ENSMUSG00000069792","turquoise",79,60,82,44,89,73,132,255,125,178,226,406,219,370,279,"Wfdc17"
"ENSMUSG00000069793","grey",146,139,97,213,246,225,333,185,221,295,237,214,230,193,288,"Slfn9"
"ENSMUSG00000069833","blue",58106,42629,36887,61826,49915,48676,102464,35288,59842,42140,43931,44427,62545,44985,71382,"Ahnak"
"ENSMUSG00000069874","blue",1409,1458,1157,1270,1044,1079,1921,1149,1922,999,781,735,1105,906,1581,"Irgm2"
"ENSMUSG00000069917","blue",248,307,276,508,317,324,860,126,125,108,144,140,207,161,220,"Hba-a2"
"ENSMUSG00000069919","blue",28244,29105,21792,37780,22580,23617,59844,10152,25087,18108,14116,14501,22938,12160,31709,"Hba-a1"
"ENSMUSG00000070047","turquoise",3036,2453,1907,3220,3422,2503,5098,3267,4416,3816,3290,4667,4089,3944,5826,"Fat1"
"ENSMUSG00000070348","turquoise",4656,4235,3826,4029,5928,3545,7154,6904,10033,7456,6801,7894,12350,8362,11531,"Ccnd1"
"ENSMUSG00000070390","turquoise",30,36,31,52,52,38,109,60,51,64,92,119,56,90,130,"Nlrp1b"
"ENSMUSG00000070469","turquoise",572,611,513,782,734,676,1542,1107,1106,951,967,1134,1180,1065,1550,"Adamtsl3"
"ENSMUSG00000070547","turquoise",5,5,8,5,9,18,22,222,146,193,252,153,133,227,257,"Mrgprb1"
"ENSMUSG00000070570","blue",99,85,52,124,60,119,165,34,90,43,32,74,78,51,173,"Slc17a7"
"ENSMUSG00000070643","blue",2041,1729,1433,1892,1693,1297,3218,1229,1940,1223,1411,1261,2337,1324,2303,"Sox13"
"ENSMUSG00000070873","turquoise",427,333,435,437,462,413,617,478,539,525,594,552,657,872,784,"Lilra5"
"ENSMUSG00000070942","turquoise",287,210,261,435,420,405,746,487,543,526,569,523,468,580,681,"Il1rl2"
"ENSMUSG00000071068","turquoise",92,83,85,188,136,143,315,199,147,236,191,223,193,260,187,"Treml2"
"ENSMUSG00000071347","turquoise",33,17,27,44,36,49,50,47,78,48,65,74,92,113,128,"C1qtnf9"
"ENSMUSG00000071540","brown",24,20,28,71,53,127,130,42,64,68,61,69,48,55,86,"3425401B19Rik"
"ENSMUSG00000071547","blue",832,708,688,862,634,765,1474,621,840,582,604,437,1087,751,974,"Nt5dc2"
"ENSMUSG00000071551","grey",39,56,48,98,148,73,141,30,98,56,78,88,54,80,91,"Akr1c19"
"ENSMUSG00000071637","turquoise",1432,1396,1473,1915,1545,1724,2935,2415,2255,1182,1982,2128,3109,3112,2669,"Cebpd"
"ENSMUSG00000071713","turquoise",1326,1016,1159,1195,1723,1307,2467,2438,1806,2249,2187,3288,2549,3855,3082,"Csf2rb"
"ENSMUSG00000071714","turquoise",573,500,449,533,704,603,1123,1142,932,1083,1170,1612,1223,1968,1508,"Csf2rb2"
"ENSMUSG00000071715","turquoise",280,204,247,301,282,258,571,398,345,421,381,467,500,490,527,"Ncf4"
"ENSMUSG00000071719","blue",204,191,143,149,186,143,304,77,208,105,81,70,223,130,179,"Tmem28"
"ENSMUSG00000071856","blue",1226,1155,1119,1558,1192,1000,2040,910,1524,835,915,955,1881,1088,1965,"Mcc"
"ENSMUSG00000071858","brown",0,0,0,0,0,118,0,0,0,0,0,0,0,0,1,"Gm94"
"ENSMUSG00000072572","turquoise",141,104,139,137,169,156,205,275,139,231,256,354,223,423,279,"Slc39a2"
"ENSMUSG00000072596","grey",1755,1579,2109,2115,2136,1706,3059,1186,2074,1718,1963,1237,2356,2744,2567,"Ear2"
"ENSMUSG00000072601","blue",766,577,826,865,739,656,1243,288,762,491,691,229,834,830,902,"Ear1"
"ENSMUSG00000072620","turquoise",564,421,576,715,613,692,1324,781,807,740,793,784,891,1119,1080,"Slfn2"
"ENSMUSG00000072720","brown",110,126,86,136,57,214,190,76,159,89,74,86,109,89,177,"Myo18b"
"ENSMUSG00000072812","turquoise",169,124,177,204,220,204,385,244,302,279,258,389,249,349,354,"Ahnak2"
"ENSMUSG00000072845","brown",0,3,0,1,0,47,1,1,0,0,2,0,0,1,1,"Tmprss11a"
"ENSMUSG00000072941","turquoise",5716,4644,4264,5291,4334,4997,9620,6823,8197,6636,6667,6888,9502,8671,10872,"Sod3"
"ENSMUSG00000072949","blue",709,544,704,1079,399,491,1363,503,842,417,455,398,852,562,961,"Acot1"
"ENSMUSG00000073125","grey",36,8,43,23,75,32,5,35,22,44,34,9,30,14,22,"Xlr3b"
"ENSMUSG00000073208","turquoise",1,3,4,2,3,1,14,19,22,18,17,23,33,22,35,"Speer4c"
"ENSMUSG00000073400","blue",92,99,32,87,64,62,217,17,58,39,27,31,65,30,70,"Trim10"
"ENSMUSG00000073405","blue",677,839,807,1135,880,1050,1874,754,1019,683,647,740,736,805,1232,"H2-T-ps"
"ENSMUSG00000073409","blue",2157,2827,2427,3436,2598,3040,5515,2569,3490,1745,1868,1649,2035,2069,3088,"H2-Q6"
"ENSMUSG00000073418","turquoise",5220,3945,3717,4756,4054,4475,12177,10393,11160,9830,10184,10810,11850,11711,16563,"C4b"
"ENSMUSG00000073424","blue",234,196,215,225,213,189,443,126,202,132,145,105,233,141,256,"Cyp4f15"
"ENSMUSG00000073489","blue",611,505,746,887,459,635,1243,443,574,341,295,310,611,285,519,"Ifi204"
"ENSMUSG00000073490","turquoise",200,123,116,189,153,139,333,244,233,281,284,349,272,310,381,"Ifi207"
"ENSMUSG00000073530","turquoise",67,48,33,51,33,56,135,281,266,321,260,456,226,387,401,"Pappa2"
"ENSMUSG00000073555","grey",190,192,215,346,242,186,299,176,265,236,185,204,164,160,238,"Gm4951"
"ENSMUSG00000073557","turquoise",2399,2030,1430,2628,2213,2478,4654,2906,3932,2496,2614,2739,3909,3324,4831,"Ppp1r12b"
"ENSMUSG00000073601","brown",0,0,0,0,0,548,0,0,0,0,0,0,0,1,0,"Serpinb3c"
"ENSMUSG00000073602","brown",0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,"Serpinb3b"
"ENSMUSG00000073940","blue",3737,3547,2641,4707,2601,2824,8702,1143,2930,2070,1752,1746,2695,1498,4135,"Hbb-bt"
"ENSMUSG00000074109","turquoise",0,3,5,1,2,9,16,78,49,103,102,90,57,97,120,"Mrgprx2"
"ENSMUSG00000074151","grey",451,544,393,705,523,524,1098,553,779,511,444,465,414,408,746,"Nlrc5"
"ENSMUSG00000074156","brown",2,2,0,4,2,89,8,3,2,6,4,3,5,4,8,"Ces1h"
"ENSMUSG00000074170","turquoise",131,132,141,137,116,169,299,268,266,166,215,184,296,359,366,"Plekhf1"
"ENSMUSG00000074199","brown",0,0,0,0,0,831,0,0,0,0,0,0,1,1,0,"Krtdap"
"ENSMUSG00000074218","blue",149,143,166,165,127,197,302,66,228,88,76,111,186,99,261,"Cox7a1"
"ENSMUSG00000074280","turquoise",185,128,243,153,241,291,225,338,257,233,280,371,353,532,335,"Gm6166"
"ENSMUSG00000074417","turquoise",72,65,80,101,92,96,234,180,176,232,197,251,232,292,242,"Gm14548"
"ENSMUSG00000074433","brown",0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,"Lce3e"
"ENSMUSG00000074457","blue",1815,1614,1901,2081,1702,1772,3113,1392,1900,1384,1365,1339,2410,1597,2331,"S100a16"
"ENSMUSG00000074472","turquoise",27,29,25,26,50,39,115,77,53,106,95,110,88,90,125,"Zfp872"
"ENSMUSG00000074489","brown",7,5,2,5,1,49,5,3,5,2,4,4,12,7,6,"Bglap3"
"ENSMUSG00000074570","grey",329,245,175,219,122,164,399,229,384,161,115,273,378,181,348,"Cass4"
"ENSMUSG00000074607","blue",1113,846,715,1132,669,760,1602,676,859,495,564,413,938,472,971,"Tox2"
"ENSMUSG00000074622","turquoise",393,337,317,443,409,374,852,700,757,669,665,971,813,952,1061,"Mafb"
"ENSMUSG00000074743","blue",20860,17774,16762,19408,17030,14280,31079,10820,17883,12497,11923,10690,22651,12293,22621,"Thbd"
"ENSMUSG00000074766","turquoise",2183,2033,1893,1849,1535,1732,3480,3273,3690,2990,2914,3044,4337,3932,4394,"Ism1"
"ENSMUSG00000074793","blue",2515,2069,1930,1697,1648,1031,2897,1694,2380,1434,1629,1482,2977,1646,2648,"Hspa12b"
"ENSMUSG00000074802","turquoise",93,79,52,119,101,92,205,211,173,204,178,224,192,268,239,"Gas2l3"
"ENSMUSG00000074874","grey",415,318,378,379,321,359,836,469,569,221,303,315,720,401,730,"Ctla2b"
"ENSMUSG00000074892","turquoise",1,3,0,1,1,5,8,23,14,12,4,23,20,22,11,"B3galt5"
"ENSMUSG00000074896","turquoise",603,520,480,656,694,592,1326,754,904,1110,920,1090,1042,916,1327,"Ifit3"
"ENSMUSG00000074934","turquoise",52,33,43,34,75,40,56,86,41,91,36,105,69,86,81,"Grem1"
"ENSMUSG00000074968","turquoise",12,14,9,14,16,21,32,49,59,65,46,74,52,56,88,"Ano3"
"ENSMUSG00000074971","blue",810,512,810,651,519,641,1553,519,720,488,485,356,811,546,954,"Fibin"
"ENSMUSG00000075012","turquoise",303,358,672,775,686,382,1137,700,828,708,847,869,857,766,925,"Fjx1"
"ENSMUSG00000075014","turquoise",5,3,5,2,10,7,40,34,93,53,74,61,44,62,169,"Gm10800"
"ENSMUSG00000075033","blue",441,390,375,592,413,438,806,335,489,313,314,263,494,270,530,"Nxpe3"
"ENSMUSG00000075217","brown",2,4,0,2,0,83,12,0,3,2,1,2,1,3,3,"4833423E24Rik"
"ENSMUSG00000075296","brown",5,7,3,9,4,60,18,5,4,12,5,7,11,5,7,"Aldh3b2"
"ENSMUSG00000075307","brown",68,64,66,83,45,391,127,41,85,46,33,42,73,38,131,"Klhl41"
"ENSMUSG00000075705","turquoise",1271,1157,1841,1637,1802,1508,2773,1783,1644,1770,1806,1922,2405,2576,2533,"Msrb1"
"ENSMUSG00000076258","grey",1960,709,1124,1182,1089,983,1731,915,2023,794,757,917,4472,1639,1645,"Gm23935"
"ENSMUSG00000076431","blue",1414,1213,949,1233,1313,866,1603,953,1290,1171,840,1010,1701,882,1510,"Sox4"
"ENSMUSG00000076501","turquoise",20,50,37,48,38,43,176,249,475,212,53,179,217,265,625,"Igkv2-137"
"ENSMUSG00000076508","turquoise",47,166,52,46,104,91,256,199,322,262,313,397,537,143,407,"Igkv17-127"
"ENSMUSG00000076512","turquoise",6,5,5,7,19,1,4,15,41,100,19,27,9,11,37,"Igkv9-123"
"ENSMUSG00000076514","turquoise",21,52,57,67,61,41,236,694,109,80,134,488,291,102,314,"Igkv17-121"
"ENSMUSG00000076518","turquoise",0,4,4,4,4,8,36,28,104,36,5,8,6,2,32,"Igkv2-112"
"ENSMUSG00000076522","turquoise",163,136,95,113,106,52,313,1362,826,725,196,635,1552,426,1144,"Igkv16-104"
